customer_tweet_id,customer_text,apple_tweet_id,apple_text
208930,@AppleSupport Nothing! tried it on automatic &amp; connected to my bluetooth in my car (my music always plays)only time it works is when i put it in manually,208928,@165443 Thanks for letting us know. Which version of iOS are you running? Does a restart help?
208932,Do not disturb while driving would be such a handy feature if it actually worked on my phone 🙄 @AppleSupport,208931,@165443 Thanks for reaching out! What happens when you try to use the feature? We’d be happy to help you troubleshoot this.
208935,"@AppleSupport Hi, my iPhone 6S shut itself off this morning and hasn't come back on since. I've tried restarting it but nothing's happening",208933,@165444 We will do everything we can to help you get it running again.  Make sure you've followed the steps here. https://t.co/8MvHMFZ83h
208937,"@165446 @AppleSupport I'm having the same problem with my iPad Air2, marked deterioration in battery life and charging time 🤔 #iOS11 @AppleSupport",208936,@165445 We'd like to help with your battery. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT
208947,"@AppleSupport we want our chrome filter back, no but on a serous note battery life sucks on #iOS11 can I get iOS10 back 😢",208946,@165447 We'd like to help with your battery issue. DM us and we will take a closer look. https://t.co/GDrqU22YpT
208950,@115858 WHY THE NEW IOS SO GLITCHY DAMMIT,208948,@165448 We want to know more about what you're seeing. What is specifically happening with your iOS?
208952,@AppleSupport Why does my phone auto connects to random WiFis every time I go somewhere?? Ever since iOS 11 it’s been doing that.,208954,@165449 We'd like to help with this. Could you please send us a DM so we can gather some info and take a look? https://t.co/GDrqU22YpT
208953,Yo @115858 WTF is with this auto WiFi and Bluetooth connection... it’s mad annoying!!!,208951,@165449 Happy to help. Please let us know what issues you are seeing there.
208956,@AppleSupport Actually I think I might be ok. Is the draining of the battery different in ios 11.2?,208955,@165450 We are happy to hear it's okay. We recommend checking out this link on battery life: https://t.co/bivpdfBNJ6
208960,@165452 @115858 i'm enjoying ios11. i am having issues with nba 2k18 though. what issues are you having?,208958,@165451 Let's team up and get you back to shooting hoops in NBA2K18. What issues are you having and on which device model?
208964,@AppleSupport Yea at first but I just did it again and it works now. Thanks,208963,@165454 Brilliant. We're really happy to hear that. Reach out if we can help with anything else.
208966,@AppleSupport Only thing is when I’m on the phone I hit the speaker phone button it’s highlighted as if it’s on but still coming out the earpiece,208965,@165454 Does this behavior persist after rebooting the device?
208970,Why my speaker phone won’t work since I got the new update? @AppleSupport,208969,"@165454 That's not the experience we want, we can help. What exact iOS version are you on currently? https://t.co/ZTw54HL4Rm"
208973,Dear @115858 and @AppleSupport iOS 11 is not properly optimized for the iPhone 6/6s. Rendered it useless. Longtime Customer.,208971,@165455 Hello. We'd like to help. Tell us more about the issue you're having.
208975,@AppleSupport Can I use the lightning digital av adapter &amp; lightning to usb 3 adapter in series? Ie. hdmi out to a monitor and usb keyboard,208974,@165456 Send us a DM. We'll look into this together. https://t.co/GDrqU22YpT
208978,"@AppleSupport hey,i have an iPhone 7 and the headphones doesn't work. It says that the headphones aren't supported?what should i do?",208976,@165457 Hey there. We'd be more than happy to help. Are you using the headphones that came with your device or a third-party product?
208982,@AppleSupport Now when I restart my phone it works but I have to do that every time https://t.co/eVWWexqSxd,208981,"@165458 Got it, thanks! So we can provide you with the next best steps, let's continue to work through DM. https://t.co/GDrqU22YpT"
208984,@AppleSupport I have to restart my phone every time I’m playing music for the lockscreen music panel to work,208983,@165458 We want to help. Please join us in DM to continue. https://t.co/GDrqU22YpT
208987,@115858 why did my phone delete 1.4k screenshots ? i didn’t update my phone so there was no reason to back it up .,208986,@165459 Let's take a look into what happened with your screenshots. Do you have any photos deleted too or just screenshots?
208989,Lost my music. Thanks @115858 it’s not as if I needed it. #disappointed,208988,"@165460 We know how important music is, so let’s work together to get it back.  Can you give us some more specifics to the issue?"
208991,@AppleSupport 11.0.2 and I have the 7,208990,@165461 Thanks! Check out the steps in the article below to try to resolve. Let us know how that goes. https://t.co/XlmCP2gCtj
208993,@115858 updated my phone w the new update and it said it would fix my calls so they wouldn’t have that loud static noise but it’s still there,208992,@165461 We'll be happy to help with that sound issue? Which version of iOS are you running &amp; which iPhone model do you have?
208995,"@AppleSupport I understand the feature, I just wondered why you had the default setting to “on” instead of detailing the new feature in setup.",208994,@165462 @165463 We value and understand your concerns.  We'd recommend providing feedback here: https://t.co/eTPVYVFyd8
208997,@AppleSupport Thanks! Why did the update turn this on to begin with?,208996,@165462 This is an added feature within iOS 11.  The steps we provided you previously shows you how to manually adjust.
208999,@AppleSupport Why does the screen keep changing brightness levels on its own though I turned off auto- brightness feature?,208998,@165462 We're happy to help. Take a look here: https://t.co/bkqEVCrK2l DM us if your issue continues: https://t.co/GDrqU22YpT
209063,Hey @AppleSupport any reason why the new update is glitch central &amp; drains my battery,209062,@165485 Have you updated to 11.0.2 yet? https://t.co/80YRnjDFDk DM us and let us know. https://t.co/GDrqU22YpT
209065,"@AppleSupport thanks for supporting, my problem with apple email app solved, now i have access to my emails",209064,"@165486 Thanks for keeping us updated. If you have other questions or concerns, please reach out again. Take care and enjoy your day."
209067,@AppleSupport I’ve tried that. And it still doesn’t work.,209069,"@165487 Thanks for that info. Send us a DM with any other troubleshooting steps you've tried, and we'll go from there. https://t.co/GDrqU22YpT"
209068,@AppleSupport I’m using Apple Music and I have the most current version of iOS.,209066,@165487 When did this first occur? Have you been able to restart your phone? To restart your iOS device: https://t.co/JWOTqcWcbG
209071,Hey @AppleSupport this music widget don’t work fam. https://t.co/z16l9WdhHD,209070,"@165487 What music app are you trying to use? Also, what version of iOS are you currently running?"
209073,@115858 this second attempt at bug fixes only erodes my battery even faster. C’mon already! Why release iOS 11 when it’s not ready?,209072,"@165488 What kind of battery issues have you noticed? DM us, and we'll find a solution together. https://t.co/GDrqU22YpT"
209075,"@AppleSupport My problem is that all our devices are under the same person, and I do not know how to sign in on a new Apple ID.",209074,@165489 Let's continue to work together in DM. https://t.co/GDrqU22YpT
209077,@AppleSupport how do I accept a family sharing invitation when it keeps coming through as invalid?,209076,"@165489 We'd like to take a look with you. First, check out this helpful article: https://t.co/7ud494bBnO"
209079,Does @115858 have an adapter for listening to music at the same time I charge my phone. I’m tired of this shit,209078,@123976 Check out the Audio &amp; Charge cables we have available here: https://t.co/i1UvwNbTE3
209081,@AppleSupport this playlist didn’t get an update in a month now. What can I do? https://t.co/ZP418L19iV,209080,@165490 We can assist you. Please DM us via the following link and we'll help you further. https://t.co/GDrqU22YpT
209083,"@AppleSupport Also, why can’t I airdrop assets to MacBook anymore? iOS 11 is awful 😑",209082,@165491 We’d like to help. What happens when you try use AirDrop with your MacBook? Let us know in DM. https://t.co/GDrqU22YpT
209086,@AppleSupport after downloading iOS 11 my battery does not last even through a whole day of no use. Is there something I can turn off to fix,209085,@165492 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT
209088,"@AppleSupport my iPhone 6 just died and won't even turn on now for no reason, what do I do? 🙃",209087,@165493 We want to help. Let's start here: https://t.co/8MvHMFZ83h
178670,@AppleSupport Battery down! Please🙏,209089,@165494 Let's help. DM us what's going on and we can go from there. https://t.co/GDrqU22YpT
209091,@165496 @AppleSupport The update before that one she did,209090,@165495 We'd definitely love to help your mom with her phone. Are you near her phone now?
209105,@AppleSupport the iOS 11.0.2 update has messed up my photo library. certain photos are not appearing where they’re supposed to be.,209104,@165498 Please reach out to our Application Support team. They’ll do all they can to assist you: https://t.co/IBIY3vMgPj
209107,11.0.2 Bluetooth headphones still doesn’t work with my iPhone 7. Is it too old and not compatible anymore? Was fine with iOS 10. @123857,209106,@165499 We'd like to look into this. DM us and we'll work from there. https://t.co/GDrqU22YpT
209109,"@AppleSupport No. I tried restarting, deleting and reinstalling. No resolution",209111,@165500 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT
209110,@AppleSupport @115948 crashes on my #ipad when connected to the net. Hope a fix is coming soon.,209108,@165500 Let's look into this together. Could you tell us if you're receiving an error message when Apple Music crashes?
209113,@115858 my phone dies faster because of the stupid update.. fix this shit,209112,@165501 We can let you know your best options for this situation. Let’s look into this together. What iPhone are you using?
209117,"My battery went from 35 to 25 in two second, WTF @115858",209116,"@165503 Let’s investigate this together. To start, let us know the device you’re using, and we’ll help out."
209135,@AppleSupport looks like the widget for the weather is down still says sunset on mine but when I go in to the weather app it’s fine,209134,@139371 We'd be happy to look into any issues you are having. Send us a DM. https://t.co/GDrqU22YpT
209320,"IOS 11 eats my battery, so annoying @AppleSupport",209319,@165552 We want to help with battery life. Have you done the steps here: https://t.co/bivpdfBNJ6
209356,Ever since I updated my phone to iOS 11 my phone has been slow AF. No @115858 you aren’t gonna make me buy the new iPhone I’m poor and totally fine with my iPhone 6!,209355,@165565 We would like to help. Are you currently running iOS 11.0.2? You can find out in Settings &gt; General &gt; About
209433,hey @AppleSupport i need to restore my iphone 5 but all the firmwares are unsigned.... https://t.co/LQ7cUYwWt7,209432,@165583 We would like to help. Go ahead and DM us the iOS version you are running and we can work together. https://t.co/GDrqU22YpT
210545,Yo @115858 I didn’t pay $900 to have my phone be glitching after not even 6 months. Quit your shit.,210544,"@165821 We're interested in getting your iPhone back on track. What's going on? Tell us about the ""glitching"". Maybe we can help."
210547,@AppleSupport Your new update is killing my battery. #FixThis,210546,"@165822 We're here for you! Send us a DM, and we'll take a closer look at your device together. https://t.co/GDrqU22YpT"
210549,Idk why @115858 won’t improve the battery! My phone is always dying!,210548,"@165823 Let us help out. Tell us more about the battery issue. Also, which iOS version are you running in Settings &gt; General &gt; About?"
210551,Hey @AppleSupport - what’s up with the iPhone ringer being FULL BLAST regardless of the setting since the last update? Annoying please fix..,210550,@165824 We'd like to better understand what's happening. Which model do you have and is iOS 11.0.2 the one installed?
210553,@AppleSupport your system was down @ UnionSquare store in SF so couldn't get new phone during my appt. Can you tell me when it's up again?,210552,"@165825 Hi! For this particular issue, we'd suggest keeping in contact with the Apple Store you had your previous appointment at."
210558,"@AppleSupport So I update my phone yesterday and the touch screen isn’t working properly, I’ve restarted it numerous times and it’s still not ok ☹️",210560,@165827 Thanks for reaching out. Let's look into this issue together. DM us with which iPhone you are using and we'll go from there. https://t.co/GDrqU22YpT
210559,@AppleSupport please can you stop my phone from being glitchy 😭 stupid IOS update,210557,@165827 We can certainly take a look at this with you. Can you tell us more about the issue you're having?
210562,@AppleSupport thank you 😁,210561,@165828 It was our pleasure. Let us know if you need any more answers. We're here every day from 5am-8pm Pacific time.
210565,@116333 I’ve noticed how IOS11 quickly drains my iPhones battery.,210564,@165829 Let's take a closer look at your battery. Which iPhone do you have? Let us know in DM: https://t.co/GDrqU22YpT
210567,@AppleSupport I’ve tried it all.. I just want rid of the update! The new iOS 11 is just crap!,210569,@165830 Have you already updated to iOS 11.0.2? Let us know in DM and we'll work together to get your battery issues resolved. https://t.co/GDrqU22YpT
210572,I have been having nonstop problems with my phone ever since I updated to iOS 11. I really don’t like you @115858.,210571,"@165831 We're here for you! DM us about the issues you're experiencing, and we'll continue from there. https://t.co/GDrqU22YpT"
210611,@AppleSupport Hi it's 10.1.0 it's ridiculous. By the time I've got to work my battery is dead. It's not like I'm even using it!!!,210613,"@165839 Let's begin by updating your iPhone to iOS 11.0.2, our current release, and let us know if the concern is still present."
210612,Dear @115858 why the fuck does my iPhone 6 battery go from 100% to 4% in less than an hour sitting on my desk. Any chance of a new one?!,210610,@165839 We'd like to help. What iOS version are you currently running? You can find out by going to Settings &gt; General &gt; About
210913,@AppleSupport There no such thing as auto brightness,210915,@165935 Let's discuss this further in DM. Send us a DM using the link below and we'll contiue there. https://t.co/GDrqU22YpT
210914,@AppleSupport iPhone 6 iOS 11,210911,@165935 Let's look into this together. Go to Settings &gt; General &gt; Accessibility &gt; Display Accommodations. Is Auto-Brightness ON or OFF?
188630,@AppleSupport Why the fuck is the brightness won’t stay still fix this bug Apple.,210917,@165935 We'd be happy to look into this with you. Can you provide us which device and iOS version you're using? https://t.co/ZTw54HL4Rm
211147,@AppleSupport iPad Pro &amp; iPhone 6.,211149,@166014 Have you restarted your devices since noticing this? DM us and let us know. https://t.co/GDrqU22YpT
211148,"@AppleSupport Please advise why, since updating the operating system, the iCloud icon is missing??? https://t.co/gVTQIDVgoj",211146,@166014 We appreciate you reaching out to us today. We’re here to help you. What device are you using when this happens?
211165,"@AppleSupport Siri takes about 5 seconds just to start listening, then adding something to shopping list will take around 10 seconds for confirmation",211167,"@166021 Does this happen over Wi-Fi and cellular?  Also, which version of iOS 11 is installed in Settings &gt; General &gt; About?"
211168,"@AppleSupport I’m running 11.0.2, it seems to happen over both Wi-Fi and cellular",211169,@166021 Got it! Let's follow up in DM. We'll take a deeper look there. https://t.co/GDrqU22YpT
211166,"@AppleSupport is this planned obsolescence or is there actually a way to get my 6 plus working well with iOS 11, particularly Siri",211164,"@166021 Let us help. Tell us more about what happens with Siri. Is Siri slow to respond, or unresponsive altogether?"
211171,@AppleSupport Thanks. Couldn’t get the erase button in iTunes. But set it to erase in iCloud. Left it pending. Will try recovery mode when Back w client,211170,@166022 Keep us posted if anything comes up and we'll be here to help.
211173,"@AppleSupport hello, my client updated his phone yesterday but now it wants a passcode and he didn’t have one set. iPhone 6, 16 gigabytes",211172,"@166022 Let's help you regain access. In this scenario, check out: https://t.co/F1QfwW1u1N"
211175,Still annoyed at the @115858 podcast update. It’s so difficult to use and why is the text GIANT,211174,@166023 Your feedback is important and we'd love to hear from you. Send us your suggestions from here: https://t.co/eTPVYVFyd8
211177,"@AppleSupport Just tried that now &amp; that seems to have fixed it, thanks!! https://t.co/4EjciTp04l",211176,@166024 That's awesome! Please contact us again with any questions or concerns. Take care &amp; enjoy your day.
211179,My home button is not working @AppleSupport 🙄,211178,@166024 We know how important the Home button is &amp; we'll help. Which device is this? Have you tried a restart? https://t.co/n9BF3L9h6y
211181,@AppleSupport Ok so why are all my pictures in my library blurred out and have an exclamation mark on the bottom right corner??! #help,211180,@166025 We just got your DM about this and we'll follow up with you there shortly.
211183,@115858 @AppleSupport Why do you do it,211182,@166026 What kind of issues are you experiencing with your iPhone? We’d like to take a closer look at this with you.
211187,@AppleSupport please could you help me ASAP think someone has my Apple information and is perching things from it,211185,@166027 Thanks for reaching out. We want to help make sure your account is secure. We've received your DM and we'll continue there
211189,@AppleSupport Why didn't my IPhone 7 come with a headset adapter?,211188,@166028 We'd like to help. Let us know which country you're located in via DM. We'll go from there. https://t.co/GDrqU22YpT
211191,Just got a new phone and it’s fucking fucked since the new @115858 update 😡 @AppleSupport,211190,@166029 Thanks for reaching out to us. Can you DM us more details regarding your iPhone issues? https://t.co/GDrqU22YpT
211193,@AppleSupport My phone keeps slowing down &amp; lagging. The bugs need to be fixed for iOS 11.,211195,@166030 That's certainly not expected behavior. What's the exact iOS version on your iPhone? Check here: Settings &gt; General &gt; About.
211196,@AppleSupport 11.0.2. I have a 6S.,211197,@166030 Thank you. Send us a DM and we'll take a closer look at your issue. https://t.co/GDrqU22YpT
211194,Fix these damn bugs! Got my phone acting dumb @115858!,211192,@166030 What kind of issues are you having with the iPhone? We'd be happy to help.
211199,@AppleSupport I would prefer to send this to a customer service email address,211198,"@153360 To determine you best support options for working this out, can you tell us in which country you're currently located?"
211201,"@AppleSupport Hi Apple Support, I need to send a complaint about some service I received. Where can I do this?",211200,@153360 We can help. Please DM us more details regarding your experience. https://t.co/GDrqU22YpT
211208,"@AppleSupport I bought a white silicone iPhone case about two weeks ago, and it has discoloured already. Will this be able to be exchanged?",211207,@166032 We're happy to help. Reach us via DM to look at your service options. https://t.co/GDrqU22YpT
211210,@AppleSupport Thanks for the help!,211209,@166033 It's our pleasure. We've got your back.
211212,@AppleSupport I'm going to get an iPhone 7 next month and I was wondering if downloading a paid app from my old iCloud was possible?,211211,@166033 This article can help with that https://t.co/I39AyN1o7J DM us with any additional questions. https://t.co/GDrqU2kzhr
211214,@AppleSupport is there any sort of warranty on the leather iphone cases?,211213,@166034 We'd be happy to look into the options available to you. Send us a DM with the country you're located in. https://t.co/GDrqU22YpT
211216,@AppleSupport In the middle of attempting update to 11.0.2. It says there are 12 minutes remaining. Phone has been slow to download from WIFI lately.,211218,"@166035 Let's allow it to complete, then let us know the result. If you're still having issues with emails pushing, send us a DM: https://t.co/GDrqU22YpT"
211217,"@AppleSupport and start over with re-downloads because honestly, if I have to do THAT every time I get a phone update, I'm going to consider Androids.",211215,"@166035 Got it. You've done some great troubleshooting. From here, we recommend backing up your data, and updating to 11.0.2"
211225,@AppleSupport and that is in spite of the fetch being set to automatic AND being on wifi at the moment.,211224,"@166035 Got it. Are you currently using Low Power Mode? Have you restarted your iPhone, and the Mail app since this began?"
211229,"Dear @115858, how come my phone is NOT automatically fetching emails anymore? Your update from two nights ago ruined my push settings.",211228,@166035 We'd like to help you find out together. Which model is it and what's the exact iOS 11 version installed? Tried any steps?
211236,I don’t understand how my phone was at 100% at 8:30am and it’s only 10:57am and this shit at 48% wtf @115858 gmfu I got a 7 plus,211235,@166037 We'd love to look into this with you and help get to the bottom of it. What's the exact version of iOS installed on your iPhone?
211238,"@AppleSupport Yes, all of those I was already doing. Even on low battery mode (which I now turn on every morning...) I still lose battery instantly.",211237,@166038 Let's start looking into this deeper. Can you send us a DM? We will go from there. https://t.co/GDrqU22YpT
211240,@115858 can you explain to me why the 11 update is draining my battery so much? 🙃🙄 I went from 100% to 35% by 1pm. #thisisnotnormal #notokay,211239,@166038 We got you. Let’s start by checking your settings against these for maximizing battery performance: https://t.co/bivpdfBNJ6
211242,@AppleSupport M using iOS 11.0.1 ( 15A403) on my iPhone 5S and iPhone 8. On 5S performance is worst. On 8 lot of issues of slow ness,211244,"@166039 Thank you for that information.  Please go ahead and update to our latest iOS 11.0.2, and let us know if the issue persists."
211245,"@AppleSupport Have updated iOS 11.0.2 in my 5S, 6S and 8. On 8 it works good but 5S is still worst and 6S is worse.",211246,@166039  Go to Settings &gt; General &gt; Storage &amp; iCloud Usage &gt; Manage Storage under the top section.  What's it show for available? DM us. https://t.co/GDrqU22YpT
211243,@AppleSupport @AppleSupport I m really happy to know that apple has no time to revert to customer query 👍🏽,211241,@166039 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
211249,@AppleSupport y’all need to fix this #iOS11 problem https://t.co/nHp5dah5Sj,211248,@166040 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
211252,"@AppleSupport As per our discussion I installed 11.0.1 and now the new version is released again, installed that as well, problem pertains",211250,@166041 Please send us a DM and we will go from there. https://t.co/GDrqU22YpT
211254,"@115858 @116333 Really sad to see there is no fix available from Apple,my iPhone feels like a device from Stone Age, so slow and battery is draining so fast",211253,@166041 We would like to help get your iPhone working as expected. Please let us know which iOS version you have to get started. https://t.co/GDrqU22YpT
211258,@AppleSupport latest iOS 11.0.2,211257,@166042 Do you get this error with multiple apps that work with Handoff or just one? Let us know in DM. https://t.co/GDrqU22YpT
211260,@AppleSupport iPhone 5s and iPad Pro 2015,211259,@166042 Thank you. What version of iOS are your devices running? Find that under Settings &gt; General &gt; About.
211262,@AppleSupport Why does handoff just not work anymore?? Every time I try to use it for convenience it says “handoff failed” for absolutely everything.,211261,"@166042 May we ask which devices you're using Handoff with? Also, this article may help: https://t.co/jmMBILbFAw"
211264,@AppleSupport how can i check that? i probably do 😂,211263,"@166043 You can learn how to check for Automatic Updates, and how to adjust your settings here: https://t.co/o0zJkBV0iY"
211266,@AppleSupport is there a reason my computer randomly started updating in the middle of my homework? lol,211265,@166043 We'd like to look into this with you. Do you have automatic updates turned on?
211269,@12188 @115858 Mine lets me call but it crashes all the time. APPLE WTF,211267,@166044 Send us a DM. Let us know the country you're in. We'll be glad to look into this with you. https://t.co/GDrqU22YpT
211273,"@115858 y'all been treating me so unkindly the last few years tripping up &amp; the whole time u be saying ""I'm sorry baby I'll change"" NOPE",211272,@166045 We're going to do everything we can to help. Please DM us and we'll dive into this together. https://t.co/GDrqU22YpT
211278,@AppleSupport India,211277,"@166046 For further troubleshooting let's meet up in Direct Message, here: https://t.co/GDrqU22YpT"
211280,"@AppleSupport after updating iOS 11 battery life affecting too much,please advise.",211279,@166046 We can help with battery life. Could you Direct Message us what country you're located in? https://t.co/GDrqU22YpT
211282,@AppleSupport Watch series 3 has data plan and keeps changing from having a plan and connection to “no cellular plan”,211281,"@166047 Reach out to us via DM, then we can take a look in to this issue with you from there. https://t.co/GDrqU22YpT"
211284,@115858 stop playing games g. phone been acting up lately. Y'all should drop an update FIXING these problems smh.,211283,@166048 We'd like to help. Which iOS version are you having issues on? You can double-check with these steps: https://t.co/lhhJthvNy9
211286,@AppleSupport my iPhone 7 is two days old and I just updated it and now it’s freezing constantly. What can I do about this? It’s ridiculous,211285,@166049 Was the update installed 11.0.2? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT
211288,@AppleSupport could you please make it simple like what is the first important two steps i have to do first and thank you so much,211287,@160183 The following article can guide you on this: https://t.co/apt0gLeQET
211290,@AppleSupport what is the problem here ????? https://t.co/JIiHajU9hc,211289,"@160183 Your iPhone is locked to another carrier, to use this phone you would need to first have it unlocked: https://t.co/apt0gLeQET"
211292,"@AppleSupport Hi, my Iphone is into an infinite restarting loop after updating to iOS 11, there's any helpful links about this?",211291,@166050 We're here to help. What specifically does the iPhone do before it restarts and boots again?
211294,@115858 Phone won't unlock or charge after the latest update. What are you guys developing?? Please make it stable.,211293,@166051 We can assist you. Please DM us via the following link and we'll help you from there. https://t.co/GDrqU22YpT
211296,@AppleSupport Group messages still aren’t coming thru. 🤦🏻‍♀️,211298,@166052 Please see the steps in this article for help with group messages: https://t.co/2hgNQH8Vvq Let us know if this helps.
211297,@AppleSupport Was 11.0.1. Updating to 11.0.2 now. Let’s see if that fixes the problem,211295,@166052 Let us know the results and we'll continue from there.
211300,"@AppleSupport fix this update, my group messages are popping and I ain’t getting the messages until days later. 🤦🏻‍♀️",211299,@166052 We want to help you stay connected. Could you let us know which version of iOS you have installed? We just released 11.0.2
211303,"@AppleSupport Thanks! iPad Air 2 (MGWL2X/A), 11.0.1 (15A402)",211301,"@166053 Great, thanks! At this time, we'd like to have you backup and update to iOS 11.0.2 and let us know if that helps with the issue."
211305,Hey @AppleSupport is it supposed to do that? https://t.co/wcZkVFdnDe,211304,"@166053 We'd be happy to look into this. To start, can you let us know which device and software version you're using?"
178668,@AppleSupport Thanks apple for Case: 100312710118 I won't deal with apple again 😐,211306,@166054 Please send us a DM. We'll look further into this with you. https://t.co/GDrqU22YpT
211310,@AppleSupport I can’t connect my ipad to my school WiFi with iOS 11.,211309,@166055 We can help! Give the steps in this article a try and reach back out if you need more assistance: https://t.co/2NrOWKKcvY
211313,How do I get my fucking keyboard to go away @AppleSupport like why is it constantly there https://t.co/95UUxlq6RN,211312,@166057 Let's look into this together. Does the issue persist after a restart? Here is how you can do that: https://t.co/OWRDHWSt4h
211315,"@AppleSupport @AppleSupport i want my iPhone to be completely bloked, so that it cannot be used by the person who stole it.",211314,@166058 DM us and we'll give more information about your options. https://t.co/GDrqU22YpT
211317,@AppleSupport @115858 @116327 @120602 I have lost my iPhone6 with below details. Kindly help me to find it. https://t.co/ocjh8hyXBh,211316,"@166058 For more assistance with a lost or stolen device check out: https://t.co/fUoKdx4Yut If you have more questions, DM us. https://t.co/GDrqU22YpT"
211319,"He actualizado el iphone: apps cierran, movil resetea solo. @115858 @12228 @AppleSupport",211318,@166059 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
211321,Damnit @115858! You’re latest “fix” has screwed up my camera on the most important week!!! Pictures are not saving to camera. Stupid!,211320,@166060 We'd be happy to assist with your Photos today. Send us a DM to get started. https://t.co/GDrqU22YpT
211323,@166062 @115858 my lock screen been sideways a few times since the update,211322,@166061 Thanks for reaching out. Let us know if this helps: https://t.co/OWRDHWSt4h
211327,@AppleSupport any reason @129941 keeps crashing on iPhone 8 plus iOS 11.0.1?,211326,@166063 We're happy to help. What have you tried so far in an attempt to resolve it? Thanks.
215304,@AppleSupport Yesterday. It had been working for a week and then stopped. Googled some answers but can't seem to find 'wrist detection' installing update,215306,"@6880 From the Watch app on your iPhone go to My Watch &gt; Passcode &gt; Wrist Detection. If you still have questions, DM us. https://t.co/GDrqU22YpT"
215305,My @115858 watch Stand function has stopped working...,215303,@6880 When did you first encounter the issue?
215308,@AppleSupport Okay so I restore everything but my photos . They still won’t show up,215307,@167154 We'd like to further review this for you. Please DM us and we'll continue to assist you from there. https://t.co/GDrqU22YpT
215310,@115858 I just updated to #iPhone8 and I can’t figure out how to get my photo library back from iCloud. Help!!🙏🏾,215309,@167154 We can help. Restoring from iCloud is a great step to take. Let's have a look here: https://t.co/7oeaw3SKCu
215312,"Me: “New phone, full day of battery life again!” @115858: “Introducing a new iOS” Me: *downloads new iOS* “U have a charger I could borrow?”",215311,"@167155 Which iPhone model are you having this issue on? Let us know in a DM, we're happy to help. https://t.co/GDrqU22YpT"
215314,@AppleSupport yo can you respond my pictures and videos got deleted and nobody touch my phone and my website data,215313,@167156 We'd like to get you with our Photos app specialists. Get in touch with them here:  https://t.co/IBIY3vMgPj
215316,@AppleSupport Sweet that did it! The Send &amp; Receive settings on my iPhone weren’t set to use my Apple ID. Thanks a bunch!,215318,@167157 You're very welcome! We're glad to hear that it's working!
215317,@AppleSupport I get “xxx-xxx-xxxx is not registered with iMessage” when sending an SMS (green) to my son from my Mac. Works on my iPhone.,215315,"@167157 Hi, let's check to see if everything's set up correctly. Use the ""SMS and MMS"" section of this article: https://t.co/jmMBILbFAw"
215320,"@AppleSupport I do not need help in support, but my suggestions are seen by you.",215322,@167158 We'd like to hear from you. You can take advantage of this link to provide us feedback or suggestions: https://t.co/eTPVYVFyd8
215321,@AppleSupport además como ponen grabar pantalla completa mientras esta bloqueado. Ahora desbloquearlo cuesta más y molesta https://t.co/jzNr2SYxoe,215319,@167158 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
215324,@AppleSupport Let me know time and place. I will be there.,215326,"@167159 We have released an updated version of iOS 11 (11.0.2) If you are all backed up, we suggest trying the update as a solution."
215325,"@115858 thanks for the 11.0.1 update. My phone still glitching, was working just fine on 10. How do i revert back to previous?",215323,"@167159 Hey there! While we don't support downgrading iOS versions, we'd be happy to troubleshoot iOS 11 with you."
215328,@AppleSupport 1-it lags 2-the volume/ringer pop up doesn’t show anymore when I’m higher/lowerin the volume 3-Spotify doesn’t show when I lift the screen,215330,@167160 Thanks for letting us know. Reach us via DM to continue. https://t.co/GDrqU22YpT
215329,"@AppleSupport GET YOUR FUCKING SHIT TOGETHER, MY PHONES BEEN WEIRD SINCE THE UPDATE. AND NO IM NOT BUYING THE NEW IPHONE",215327,@167160 We want to help. What is happening with your iPhone? Let us know to continue.
215332,Battery went from 80% to 62% in less than 10 mins and all I did was book a Grab. This is what the iOS11 does. Wtf @115858,215331,@167161 That's not expected and we'd like to help. Can you tell us what type of device you're using? https://t.co/GDrqU22YpT
215334,@AppleSupport Cookie-based browser trust is the STUPIDEST irritant ever. I flush all cookies every time I quit so this is never-ending… 🙄 https://t.co/VgORCk7wPW,215333,@167162 Thanks for reaching out. We highly recommend submitting feedback using our website here:  https://t.co/eTPVYVFyd8
215336,@115858 you guys are really killing me with this messed up ISO update....🙄it took me 45 mins to write this since my phone KEEPS FREEZING!!!!,215335,@167163 Lets take a look at this for you. Send us a DM and we can go over some options. https://t.co/GDrqU22YpT
215338,@AppleSupport would you be able to check my battery health for me please?,215337,@167164 We're always happy to help. Meet with us in DM and we'll take a look. https://t.co/GDrqU22YpT
215340,@AppleSupport Rotation is sticking into landscape time to time and the messaging app isn’t allowing my to scroll past the newest message.,215342,"@167165 There was an update to iOS 11.0.2. Have you done that update already? If not, let's do that now and see if the issue persists."
